lead_id,lead_created_ts,lead_source_raw,raw_campaign_name,customer_type,preferred_unit_type,budget_min,budget_max,lead_score,assigned_exec_id,project_id,project_name,city
L000957,29-06-2024 15:37,Facebook Ads,FB_Q2,End User,2BHK,8000000,6000000,48,E14,P1,GreenVista,Bengaluru
L000958,23-11-2024 01:51,Google Ads,Referral_Partner,End User,Villa,8000000,6000000,58,E24,P4,UrbanNest,Pune
L000959,12-02-2024 10:54,MagicBricks,Organic,End User,Villa,4500000,6000000,31,E26,P1,GreenVista,Bengaluru
L000960,12-08-2024 22:07,99acres,Google_Search,End User,2BHK,8000000,8000000,13,E18,P1,GreenVista,Bengaluru
L000961,21-04-2025 20:11,Walk-in,FB_Q1,End User,2BHK,4500000,10000000,40,E08,P5,PalmResidency,Pune
L000962,04-05-2024 09:42,Referral,Referral_Partner,End User,3BHK,4500000,10000000,70,E12,P1,GreenVista,Bengaluru
L000963,08-05-2025 20:50,99acres,Google_Search,End User,3BHK,4500000,6000000,96,E23,P1,GreenVista,Bengaluru
L000964,06-06-2025 06:28,Google Ads,FB_Q1,End User,Villa,4500000,6000000,92,E11,P5,PalmResidency,Pune
L000965,23-07-2024 02:43,MagicBricks,FB_Q1,End User,Villa,3000000,10000000,94,E23,P4,UrbanNest,Pune
L000966,28-05-2024 15:14,Facebook Ads,Organic,End User,2BHK,4500000,10000000,51,E13,P5,PalmResidency,Pune
L000967,22-08-2024 12:09,Google Ads,FB_Q2,Investor,2BHK,6000000,8000000,17,E11,P3,LakeFront,Hyderabad
L000968,05-02-2025 02:38,Facebook Ads,Referral_Partner,Investor,2BHK,8000000,13000000,40,E11,P2,SkyHeights,Bengaluru
L000969,14-08-2024 10:42,MagicBricks,Referral_Partner,End User,2BHK,4500000,6000000,95,E25,P2,SkyHeights,Bengaluru
L000970,06-05-2024 11:46,Facebook Ads,FB_Q2,End User,3BHK,4500000,10000000,4,E25,P3,LakeFront,Hyderabad
L000971,06-05-2024 07:40,99acres,FB_Q2,Investor,Villa,3000000,6000000,9,E10,P4,UrbanNest,Pune
L000972,22-04-2024 18:10,MagicBricks,Referral_Partner,Investor,Villa,4500000,8000000,17,E12,P2,SkyHeights,Bengaluru
L000973,18-03-2024 21:24,Google Ads,Referral_Partner,Investor,2BHK,4500000,10000000,17,E21,P3,LakeFront,Hyderabad
L000974,27-02-2025 07:29,Google Ads,Referral_Partner,Investor,2BHK,4500000,10000000,29,E29,P3,LakeFront,Hyderabad
L000975,29-08-2024 16:09,Google Ads,Google_Search,End User,2BHK,3000000,13000000,66,E03,P1,GreenVista,Bengaluru
L000976,07-08-2024 18:19,Google Ads,Organic,End User,3BHK,6000000,10000000,85,E03,P2,SkyHeights,Bengaluru
L000977,28-05-2025 06:49,MagicBricks,FB_Q1,Investor,Villa,3000000,10000000,87,E27,P3,LakeFront,Hyderabad
L000978,28-06-2025 21:49,MagicBricks,Referral_Partner,End User,3BHK,6000000,6000000,3,E01,P4,UrbanNest,Pune
L000979,09-12-2024 09:06,Google Ads,Google_Search,End User,2BHK,4500000,6000000,79,E01,P2,SkyHeights,Bengaluru
L000980,24-11-2024 14:58,99acres,FB_Q1,End User,Villa,3000000,13000000,93,E07,P4,UrbanNest,Pune
L000981,04-08-2024 09:33,Facebook Ads,Google_Search,End User,2BHK,8000000,6000000,10,E07,P5,PalmResidency,Pune
L000982,10-04-2025 15:09,MagicBricks,Google_Search,End User,Villa,6000000,6000000,6,E15,P5,PalmResidency,Pune
L000983,13-04-2025 15:52,MagicBricks,Google_Search,End User,3BHK,3000000,8000000,79,E12,P3,LakeFront,Hyderabad
L000984,29-05-2024 08:37,Google Ads,Google_Search,End User,3BHK,8000000,8000000,41,E28,P5,PalmResidency,Pune
L000985,29-02-2024 14:06,99acres,FB_Q2,End User,3BHK,8000000,13000000,77,E16,P2,SkyHeights,Bengaluru
L000986,08-11-2024 06:24,99acres,FB_Q1,End User,3BHK,4500000,13000000,69,E28,P1,GreenVista,Bengaluru
L000987,21-12-2024 06:18,MagicBricks,Google_Search,Investor,3BHK,3000000,6000000,18,E15,P1,GreenVista,Bengaluru
L000988,16-03-2024 16:06,Walk-in,Google_Search,End User,Villa,3000000,10000000,12,E11,P4,UrbanNest,Pune
L000989,13-02-2025 04:24,Walk-in,FB_Q1,End User,2BHK,6000000,6000000,2,E02,P4,UrbanNest,Pune
L000990,09-02-2025 00:20,Referral,FB_Q1,End User,3BHK,8000000,8000000,81,E15,P5,PalmResidency,Pune
L000991,08-04-2025 17:36,Referral,FB_Q1,Investor,2BHK,3000000,10000000,96,E04,P1,GreenVista,Bengaluru
L000992,05-06-2024 01:24,Facebook Ads,Referral_Partner,End User,Villa,4500000,6000000,44,E28,P1,GreenVista,Bengaluru
L000993,30-07-2024 03:47,Facebook Ads,Referral_Partner,End User,3BHK,3000000,6000000,67,E12,P5,PalmResidency,Pune
L000994,01-02-2024 08:52,MagicBricks,Referral_Partner,Investor,3BHK,4500000,13000000,88,E17,P2,SkyHeights,Bengaluru
L000995,06-03-2025 13:15,MagicBricks,Google_Search,End User,2BHK,6000000,6000000,45,E28,P3,LakeFront,Hyderabad
L000996,21-10-2024 17:43,Google Ads,Referral_Partner,End User,3BHK,8000000,6000000,5,E25,P2,SkyHeights,Bengaluru
L000997,20-04-2025 17:02,99acres,FB_Q2,End User,2BHK,4500000,13000000,30,E13,P5,PalmResidency,Pune
L000998,08-03-2025 14:28,Facebook Ads,FB_Q1,End User,2BHK,3000000,10000000,6,E15,P2,SkyHeights,Bengaluru
L000999,20-03-2024 16:09,99acres,FB_Q2,End User,2BHK,4500000,10000000,1,E22,P3,LakeFront,Hyderabad
L001000,12-03-2025 17:26,Facebook Ads,FB_Q2,Investor,3BHK,8000000,13000000,23,E07,P4,UrbanNest,Pune
L001001,18-05-2024 14:22,MagicBricks,Organic,End User,3BHK,4500000,8000000,44,E29,P3,LakeFront,Hyderabad
L001002,24-09-2024 10:58,Facebook Ads,Organic,End User,3BHK,3000000,10000000,36,E05,P2,SkyHeights,Bengaluru
L001003,08-11-2024 09:24,Google Ads,Referral_Partner,End User,3BHK,6000000,13000000,61,E16,P2,SkyHeights,Bengaluru
L001004,19-12-2024 23:55,99acres,Organic,End User,3BHK,6000000,8000000,55,E07,P4,UrbanNest,Pune
L001005,15-01-2024 03:53,MagicBricks,Referral_Partner,End User,2BHK,4500000,6000000,18,E15,P1,GreenVista,Bengaluru
L001006,22-05-2025 04:44,Facebook Ads,FB_Q2,End User,Villa,3000000,13000000,8,E09,P1,GreenVista,Bengaluru
L001007,26-12-2024 12:18,Facebook Ads,Referral_Partner,Investor,2BHK,4500000,6000000,85,E24,P4,UrbanNest,Pune
L001008,13-02-2024 13:56,Google Ads,FB_Q1,End User,3BHK,6000000,6000000,32,E19,P4,UrbanNest,Pune
L001009,25-01-2024 20:39,Walk-in,Google_Search,Investor,Villa,3000000,10000000,4,E30,P4,UrbanNest,Pune
L001010,27-04-2025 05:53,Google Ads,Google_Search,End User,Villa,8000000,13000000,38,E12,P4,UrbanNest,Pune
L001011,16-09-2024 22:17,Google Ads,Organic,End User,3BHK,3000000,6000000,92,E12,P1,GreenVista,Bengaluru
L001012,15-08-2024 06:07,Google Ads,Organic,End User,Villa,6000000,13000000,72,E21,P3,LakeFront,Hyderabad
L001013,25-01-2024 23:05,99acres,Google_Search,End User,Villa,8000000,8000000,74,E26,P3,LakeFront,Hyderabad
L001014,19-12-2024 12:01,MagicBricks,Google_Search,End User,2BHK,3000000,10000000,3,E19,P4,UrbanNest,Pune
L001015,25-08-2024 12:16,MagicBricks,Google_Search,Investor,2BHK,4500000,10000000,69,E04,P3,LakeFront,Hyderabad
L001016,15-04-2024 19:16,Referral,FB_Q1,End User,2BHK,3000000,6000000,96,E13,P1,GreenVista,Bengaluru
L001017,19-05-2025 01:59,Google Ads,FB_Q2,End User,2BHK,4500000,8000000,64,E12,P3,LakeFront,Hyderabad
L001018,07-03-2024 18:31,Google Ads,FB_Q1,End User,2BHK,3000000,10000000,47,E06,P2,SkyHeights,Bengaluru
L001019,30-04-2024 21:42,Walk-in,Referral_Partner,End User,2BHK,4500000,10000000,52,E18,P1,GreenVista,Bengaluru
L001020,19-12-2024 02:29,99acres,FB_Q1,End User,Villa,4500000,13000000,75,E10,P1,GreenVista,Bengaluru
L001021,22-02-2025 10:45,Walk-in,Google_Search,End User,Villa,3000000,8000000,89,E28,P2,SkyHeights,Bengaluru
L001022,19-03-2024 18:19,Referral,Organic,End User,Villa,8000000,6000000,84,E04,P3,LakeFront,Hyderabad
L001023,04-01-2025 07:28,Google Ads,FB_Q1,End User,Villa,6000000,10000000,71,E22,P4,UrbanNest,Pune
L001024,30-04-2025 14:32,Referral,Organic,End User,Villa,3000000,8000000,92,E29,P3,LakeFront,Hyderabad
L001025,28-04-2025 15:27,Walk-in,Google_Search,End User,Villa,3000000,8000000,55,E17,P4,UrbanNest,Pune
L001026,28-01-2024 01:48,Facebook Ads,FB_Q1,End User,2BHK,6000000,6000000,77,E30,P1,GreenVista,Bengaluru
L001027,19-03-2024 04:13,MagicBricks,FB_Q2,End User,2BHK,3000000,8000000,8,E08,P4,UrbanNest,Pune
L001028,20-11-2024 14:25,Google Ads,Google_Search,End User,Villa,4500000,6000000,88,E22,P1,GreenVista,Bengaluru
L001029,10-01-2024 19:23,Google Ads,Organic,End User,3BHK,4500000,6000000,90,E23,P2,SkyHeights,Bengaluru
L001030,20-02-2025 15:18,MagicBricks,FB_Q2,End User,2BHK,4500000,10000000,45,E05,P2,SkyHeights,Bengaluru
L001031,10-09-2024 10:31,Walk-in,Google_Search,End User,2BHK,8000000,8000000,74,E19,P4,UrbanNest,Pune
L001032,06-03-2025 23:23,Referral,FB_Q2,Investor,3BHK,8000000,8000000,20,E09,P1,GreenVista,Bengaluru
L001033,15-03-2025 21:51,Referral,Google_Search,End User,3BHK,4500000,8000000,68,E04,P1,GreenVista,Bengaluru
L001034,07-03-2025 22:37,Referral,Referral_Partner,End User,Villa,3000000,10000000,54,E14,P2,SkyHeights,Bengaluru
L001035,09-03-2025 02:03,MagicBricks,FB_Q1,End User,3BHK,6000000,13000000,14,E17,P5,PalmResidency,Pune
L001036,03-11-2024 23:39,Google Ads,FB_Q1,End User,Villa,3000000,6000000,71,E29,P1,GreenVista,Bengaluru
L001037,04-12-2024 12:39,Google Ads,Referral_Partner,End User,2BHK,8000000,10000000,99,E27,P1,GreenVista,Bengaluru
L001038,13-07-2024 02:33,MagicBricks,Organic,End User,2BHK,8000000,8000000,19,E23,P5,PalmResidency,Pune
L001039,05-01-2025 06:42,99acres,Organic,End User,3BHK,8000000,6000000,36,E12,P1,GreenVista,Bengaluru
L001040,07-04-2025 13:20,Walk-in,Organic,End User,Villa,3000000,13000000,26,E28,P2,SkyHeights,Bengaluru
L001041,12-12-2024 19:10,Walk-in,Referral_Partner,End User,3BHK,4500000,8000000,40,E24,P5,PalmResidency,Pune
L001042,02-09-2024 16:01,Referral,Organic,End User,2BHK,3000000,6000000,79,E12,P3,LakeFront,Hyderabad
L001043,23-04-2025 13:55,Referral,Google_Search,End User,3BHK,3000000,8000000,17,E05,P1,GreenVista,Bengaluru
L001044,02-06-2025 20:03,Google Ads,Google_Search,End User,Villa,4500000,8000000,63,E03,P1,GreenVista,Bengaluru
L001045,04-05-2024 06:46,Walk-in,FB_Q2,End User,Villa,4500000,8000000,52,E26,P3,LakeFront,Hyderabad
L001046,27-03-2025 07:05,MagicBricks,Organic,End User,Villa,6000000,10000000,50,E11,P2,SkyHeights,Bengaluru
L001047,20-10-2024 06:04,Referral,Referral_Partner,End User,Villa,4500000,10000000,82,E11,P2,SkyHeights,Bengaluru
L001048,29-04-2024 03:49,Referral,FB_Q1,End User,3BHK,3000000,6000000,62,E07,P4,UrbanNest,Pune
L001049,17-06-2024 05:16,Google Ads,FB_Q1,End User,2BHK,4500000,6000000,90,E19,P3,LakeFront,Hyderabad
L001050,25-05-2024 09:20,99acres,Organic,Investor,2BHK,3000000,10000000,2,E29,P1,GreenVista,Bengaluru
L001051,22-05-2024 18:33,99acres,Google_Search,End User,2BHK,4500000,10000000,6,E26,P3,LakeFront,Hyderabad
L001052,25-02-2024 14:12,Google Ads,FB_Q1,End User,3BHK,6000000,13000000,64,E19,P5,PalmResidency,Pune
L001053,29-04-2024 17:25,99acres,FB_Q1,End User,2BHK,4500000,6000000,93,E19,P1,GreenVista,Bengaluru
L001054,28-11-2024 18:58,Walk-in,Organic,End User,Villa,4500000,13000000,99,E08,P3,LakeFront,Hyderabad
L001055,16-05-2024 03:08,Facebook Ads,Google_Search,Investor,Villa,8000000,10000000,14,E20,P4,UrbanNest,Pune
L001056,19-11-2024 01:16,Facebook Ads,Referral_Partner,Investor,2BHK,8000000,6000000,38,E09,P2,SkyHeights,Bengaluru
L001057,29-04-2025 17:18,Google Ads,Organic,Investor,3BHK,6000000,8000000,68,E22,P4,UrbanNest,Pune
L001058,21-12-2024 12:50,99acres,Referral_Partner,End User,3BHK,4500000,6000000,67,E17,P5,PalmResidency,Pune
L001059,24-11-2024 17:20,Referral,Google_Search,End User,2BHK,3000000,8000000,36,E12,P1,GreenVista,Bengaluru
L001060,18-08-2024 17:19,Google Ads,FB_Q1,End User,Villa,3000000,6000000,50,E17,P1,GreenVista,Bengaluru
L001061,17-12-2024 14:18,Walk-in,FB_Q1,End User,Villa,6000000,8000000,72,E11,P2,SkyHeights,Bengaluru
L001062,25-03-2024 21:34,Google Ads,Google_Search,End User,3BHK,8000000,10000000,88,E17,P2,SkyHeights,Bengaluru
L001063,07-06-2025 13:56,MagicBricks,Referral_Partner,End User,2BHK,8000000,8000000,27,E12,P4,UrbanNest,Pune
L001064,04-09-2024 18:42,Referral,FB_Q1,End User,3BHK,8000000,10000000,9,E03,P5,PalmResidency,Pune
L001065,04-02-2025 05:33,Walk-in,Referral_Partner,End User,Villa,8000000,13000000,56,E22,P4,UrbanNest,Pune
L001066,22-06-2024 02:50,Referral,FB_Q1,End User,Villa,8000000,10000000,20,E24,P4,UrbanNest,Pune
L001067,23-05-2024 00:35,Google Ads,Google_Search,End User,2BHK,3000000,6000000,8,E03,P5,PalmResidency,Pune
L001068,13-11-2024 04:18,Google Ads,FB_Q2,End User,2BHK,3000000,13000000,43,E15,P2,SkyHeights,Bengaluru
L001069,28-04-2024 06:31,99acres,Organic,End User,Villa,8000000,13000000,52,E29,P5,PalmResidency,Pune
L001070,08-02-2024 23:38,Referral,Referral_Partner,End User,2BHK,6000000,10000000,94,E10,P3,LakeFront,Hyderabad
L001071,15-01-2025 02:52,Google Ads,Referral_Partner,End User,Villa,6000000,6000000,48,E07,P1,GreenVista,Bengaluru
L001072,07-06-2025 02:31,Google Ads,Organic,End User,3BHK,3000000,8000000,72,E15,P2,SkyHeights,Bengaluru
L001073,28-03-2024 09:27,MagicBricks,Organic,End User,2BHK,4500000,10000000,10,E03,P1,GreenVista,Bengaluru
L001074,26-01-2025 06:23,99acres,FB_Q2,Investor,2BHK,3000000,10000000,89,E22,P5,PalmResidency,Pune
L001075,10-03-2024 06:21,99acres,Google_Search,End User,Villa,4500000,13000000,43,E04,P2,SkyHeights,Bengaluru
L001076,02-03-2024 14:35,MagicBricks,FB_Q2,End User,2BHK,6000000,8000000,51,E21,P4,UrbanNest,Pune
L001077,26-03-2025 08:07,Google Ads,Google_Search,Investor,3BHK,3000000,13000000,88,E17,P1,GreenVista,Bengaluru
L001078,19-05-2025 09:36,Google Ads,Google_Search,Investor,2BHK,8000000,6000000,96,E01,P5,PalmResidency,Pune
L001079,27-02-2025 09:21,Facebook Ads,FB_Q2,End User,Villa,4500000,13000000,77,E26,P5,PalmResidency,Pune
L001080,26-08-2024 02:29,99acres,Organic,Investor,3BHK,6000000,8000000,92,E21,P5,PalmResidency,Pune
L001081,27-09-2024 11:04,Referral,Referral_Partner,End User,2BHK,4500000,13000000,89,E03,P5,PalmResidency,Pune
L001082,02-10-2024 06:27,Walk-in,FB_Q2,End User,2BHK,6000000,6000000,79,E19,P1,GreenVista,Bengaluru
L001083,05-04-2024 06:39,Walk-in,Google_Search,Investor,Villa,6000000,10000000,44,E18,P2,SkyHeights,Bengaluru
L001084,11-10-2024 17:40,MagicBricks,Google_Search,End User,2BHK,4500000,13000000,64,E03,P1,GreenVista,Bengaluru
L001085,11-03-2024 07:54,Google Ads,Referral_Partner,Investor,3BHK,4500000,8000000,16,E22,P2,SkyHeights,Bengaluru
L001086,23-06-2025 17:30,Walk-in,Organic,End User,Villa,6000000,8000000,39,E08,P4,UrbanNest,Pune
L001087,30-01-2024 19:25,99acres,Organic,End User,3BHK,8000000,8000000,65,E15,P5,PalmResidency,Pune
L001088,21-05-2024 09:26,Facebook Ads,Google_Search,Investor,2BHK,6000000,10000000,40,E18,P3,LakeFront,Hyderabad
L001089,02-04-2024 02:04,99acres,Organic,End User,2BHK,3000000,10000000,50,E09,P4,UrbanNest,Pune
L001090,25-08-2024 15:36,MagicBricks,Referral_Partner,End User,Villa,6000000,6000000,49,E08,P2,SkyHeights,Bengaluru
L001091,01-06-2024 21:55,MagicBricks,FB_Q2,End User,2BHK,8000000,10000000,89,E16,P2,SkyHeights,Bengaluru
L001092,02-06-2024 15:45,Facebook Ads,FB_Q2,End User,Villa,6000000,10000000,72,E12,P3,LakeFront,Hyderabad
L001093,15-10-2024 18:51,Walk-in,Google_Search,Investor,2BHK,3000000,8000000,6,E29,P1,GreenVista,Bengaluru
L001094,29-05-2025 20:20,Facebook Ads,Google_Search,End User,Villa,3000000,13000000,52,E15,P2,SkyHeights,Bengaluru
L001095,18-07-2024 15:35,99acres,FB_Q2,Investor,2BHK,6000000,6000000,49,E10,P3,LakeFront,Hyderabad
L001096,16-06-2024 17:24,Facebook Ads,Organic,End User,3BHK,8000000,13000000,11,E20,P3,LakeFront,Hyderabad
L001097,24-06-2024 05:32,MagicBricks,Organic,End User,3BHK,4500000,6000000,70,E08,P3,LakeFront,Hyderabad
L001098,22-04-2025 02:54,Referral,Organic,Investor,Villa,6000000,13000000,1,E07,P3,LakeFront,Hyderabad
L001099,11-11-2024 20:33,Referral,FB_Q2,End User,Villa,3000000,10000000,65,E02,P4,UrbanNest,Pune
L001100,03-06-2025 04:51,Referral,Organic,End User,Villa,6000000,8000000,63,E04,P5,PalmResidency,Pune
L001101,23-10-2024 16:39,Facebook Ads,FB_Q1,End User,2BHK,8000000,6000000,86,E24,P3,LakeFront,Hyderabad
L001102,05-06-2025 14:44,Facebook Ads,Google_Search,End User,Villa,3000000,8000000,98,E22,P2,SkyHeights,Bengaluru
L001103,04-05-2024 19:56,MagicBricks,Organic,End User,3BHK,6000000,13000000,54,E23,P3,LakeFront,Hyderabad
L001104,17-05-2024 07:36,Referral,Google_Search,End User,2BHK,8000000,13000000,27,E04,P5,PalmResidency,Pune
L001105,17-02-2024 01:37,Walk-in,FB_Q1,Investor,Villa,4500000,8000000,43,E30,P3,LakeFront,Hyderabad
L001106,14-01-2025 04:06,Google Ads,Referral_Partner,End User,2BHK,6000000,13000000,23,E12,P4,UrbanNest,Pune
L001107,23-05-2025 21:54,MagicBricks,FB_Q2,Investor,3BHK,3000000,8000000,83,E06,P3,LakeFront,Hyderabad
L001108,30-05-2025 04:55,Facebook Ads,Organic,End User,Villa,8000000,6000000,77,E18,P1,GreenVista,Bengaluru
L001109,02-06-2024 06:17,99acres,Organic,End User,2BHK,3000000,8000000,6,E21,P2,SkyHeights,Bengaluru
L001110,10-02-2024 03:31,Google Ads,Organic,End User,3BHK,3000000,13000000,9,E11,P2,SkyHeights,Bengaluru
L001111,08-05-2025 19:13,99acres,FB_Q2,End User,Villa,8000000,8000000,55,E26,P2,SkyHeights,Bengaluru
L001112,06-03-2024 12:25,MagicBricks,Google_Search,End User,2BHK,6000000,8000000,36,E05,P5,PalmResidency,Pune
L001113,06-04-2024 12:57,Walk-in,Referral_Partner,Investor,2BHK,3000000,8000000,81,E16,P1,GreenVista,Bengaluru
L001114,17-08-2024 05:58,MagicBricks,Organic,End User,3BHK,4500000,8000000,76,E14,P2,SkyHeights,Bengaluru
L001115,21-07-2024 02:37,Google Ads,Google_Search,End User,3BHK,4500000,10000000,28,E07,P4,UrbanNest,Pune
L001116,17-02-2025 22:31,Google Ads,FB_Q2,End User,3BHK,8000000,8000000,97,E16,P4,UrbanNest,Pune
L001117,17-06-2024 14:48,Referral,Organic,End User,Villa,4500000,8000000,17,E29,P4,UrbanNest,Pune
L001118,14-02-2024 13:49,Walk-in,FB_Q2,End User,2BHK,8000000,6000000,79,E04,P4,UrbanNest,Pune
L001119,27-02-2025 20:43,Walk-in,FB_Q1,End User,2BHK,3000000,10000000,66,E22,P5,PalmResidency,Pune
L001120,14-02-2024 08:51,99acres,FB_Q1,End User,3BHK,3000000,10000000,60,E21,P5,PalmResidency,Pune
L001121,24-10-2024 17:47,Google Ads,Google_Search,End User,2BHK,6000000,13000000,9,E13,P3,LakeFront,Hyderabad
L001122,24-09-2024 17:14,99acres,Organic,End User,Villa,8000000,10000000,85,E02,P5,PalmResidency,Pune
L001123,02-08-2024 04:05,Google Ads,Google_Search,End User,3BHK,4500000,13000000,36,E11,P2,SkyHeights,Bengaluru
L001124,02-03-2025 01:01,Google Ads,FB_Q1,Investor,Villa,4500000,13000000,52,E18,P2,SkyHeights,Bengaluru
L001125,30-01-2024 21:05,Google Ads,Google_Search,End User,3BHK,4500000,10000000,18,E08,P5,PalmResidency,Pune
L001126,21-05-2025 05:42,Walk-in,FB_Q2,End User,Villa,3000000,13000000,59,E20,P5,PalmResidency,Pune
L001127,07-04-2024 02:24,Referral,FB_Q1,Investor,Villa,8000000,10000000,52,E04,P4,UrbanNest,Pune
L001128,24-11-2024 14:37,99acres,FB_Q2,End User,Villa,3000000,10000000,92,E26,P2,SkyHeights,Bengaluru
L001129,19-05-2025 21:48,MagicBricks,Google_Search,End User,2BHK,4500000,8000000,24,E18,P5,PalmResidency,Pune
L001130,26-04-2024 01:04,MagicBricks,Google_Search,End User,2BHK,8000000,6000000,5,E12,P2,SkyHeights,Bengaluru
L001131,14-03-2025 04:54,Walk-in,Organic,End User,Villa,4500000,6000000,77,E07,P2,SkyHeights,Bengaluru
L001132,26-06-2024 18:23,MagicBricks,Organic,Investor,Villa,8000000,13000000,12,E10,P5,PalmResidency,Pune
L001133,13-08-2024 20:24,Google Ads,Google_Search,End User,2BHK,6000000,13000000,89,E17,P1,GreenVista,Bengaluru
L001134,21-06-2024 02:16,Walk-in,FB_Q2,Investor,3BHK,4500000,6000000,50,E20,P4,UrbanNest,Pune
L001135,12-12-2024 10:11,Google Ads,FB_Q2,End User,3BHK,4500000,13000000,26,E22,P3,LakeFront,Hyderabad
L001136,15-03-2024 01:33,MagicBricks,FB_Q1,End User,3BHK,6000000,10000000,73,E27,P2,SkyHeights,Bengaluru
L001137,06-07-2024 20:08,Walk-in,FB_Q2,End User,2BHK,4500000,6000000,33,E08,P1,GreenVista,Bengaluru
L001138,27-05-2024 16:20,Walk-in,Referral_Partner,Investor,3BHK,4500000,10000000,31,E06,P1,GreenVista,Bengaluru
L001139,21-04-2024 07:17,Referral,Referral_Partner,Investor,Villa,4500000,10000000,87,E19,P2,SkyHeights,Bengaluru
L001140,14-04-2024 23:24,Facebook Ads,Google_Search,Investor,3BHK,8000000,13000000,22,E03,P4,UrbanNest,Pune
L001141,04-12-2024 03:27,Facebook Ads,Referral_Partner,End User,2BHK,6000000,13000000,5,E29,P3,LakeFront,Hyderabad
L001142,15-03-2025 05:55,Walk-in,Google_Search,End User,3BHK,3000000,10000000,24,E13,P2,SkyHeights,Bengaluru
L001143,04-03-2024 06:13,Google Ads,Organic,Investor,2BHK,6000000,6000000,68,E09,P4,UrbanNest,Pune
L001144,19-04-2024 18:12,99acres,FB_Q1,End User,3BHK,3000000,13000000,9,E17,P1,GreenVista,Bengaluru
L001145,25-04-2025 02:55,Facebook Ads,FB_Q1,End User,3BHK,4500000,8000000,97,E17,P3,LakeFront,Hyderabad
L001146,10-10-2024 17:00,99acres,FB_Q1,End User,3BHK,3000000,6000000,99,E01,P3,LakeFront,Hyderabad
L001147,22-01-2025 12:06,MagicBricks,FB_Q2,End User,Villa,3000000,10000000,30,E27,P1,GreenVista,Bengaluru
L001148,13-02-2025 20:42,Walk-in,Referral_Partner,End User,2BHK,3000000,6000000,47,E16,P1,GreenVista,Bengaluru
L001149,14-02-2025 18:27,Walk-in,Google_Search,End User,Villa,3000000,10000000,87,E08,P1,GreenVista,Bengaluru
L001150,03-04-2024 10:37,99acres,Organic,End User,3BHK,3000000,6000000,23,E27,P1,GreenVista,Bengaluru
L001151,01-05-2024 01:22,MagicBricks,Google_Search,End User,Villa,3000000,13000000,34,E30,P5,PalmResidency,Pune
L001152,20-05-2024 12:38,Facebook Ads,FB_Q1,Investor,3BHK,4500000,6000000,36,E24,P5,PalmResidency,Pune
L001153,28-04-2025 04:29,Walk-in,Google_Search,End User,Villa,6000000,13000000,3,E23,P4,UrbanNest,Pune
L001154,30-05-2025 19:35,Facebook Ads,Google_Search,Investor,2BHK,3000000,10000000,85,E12,P3,LakeFront,Hyderabad
L001155,25-12-2024 04:56,99acres,FB_Q1,End User,3BHK,3000000,8000000,15,E27,P2,SkyHeights,Bengaluru
L001156,10-03-2024 23:08,Referral,Organic,End User,3BHK,6000000,6000000,5,E08,P1,GreenVista,Bengaluru
L001157,13-01-2025 04:38,Walk-in,FB_Q1,Investor,2BHK,4500000,13000000,49,E22,P5,PalmResidency,Pune
L001158,25-04-2025 22:49,Referral,FB_Q1,End User,3BHK,8000000,10000000,52,E08,P4,UrbanNest,Pune
L001159,16-01-2024 13:03,Referral,FB_Q2,End User,2BHK,3000000,6000000,45,E30,P2,SkyHeights,Bengaluru
L001160,06-02-2024 07:19,Facebook Ads,Referral_Partner,End User,Villa,8000000,10000000,87,E29,P1,GreenVista,Bengaluru
L001161,12-10-2024 14:11,Referral,Referral_Partner,End User,Villa,6000000,10000000,29,E21,P4,UrbanNest,Pune
L001162,12-11-2024 10:25,MagicBricks,FB_Q2,Investor,3BHK,8000000,8000000,51,E24,P4,UrbanNest,Pune
L001163,12-04-2024 02:05,Referral,FB_Q1,End User,3BHK,6000000,6000000,42,E28,P1,GreenVista,Bengaluru
L001164,17-01-2025 08:37,Walk-in,Referral_Partner,End User,Villa,3000000,6000000,34,E10,P1,GreenVista,Bengaluru
L001165,24-05-2024 10:30,99acres,Organic,Investor,3BHK,8000000,8000000,93,E30,P4,UrbanNest,Pune
L001166,24-06-2024 05:18,Referral,Google_Search,End User,3BHK,8000000,13000000,67,E29,P3,LakeFront,Hyderabad
L001167,17-11-2024 18:08,99acres,Referral_Partner,Investor,2BHK,4500000,13000000,2,E17,P1,GreenVista,Bengaluru
L001168,07-11-2024 03:01,Google Ads,FB_Q1,Investor,2BHK,6000000,13000000,13,E10,P5,PalmResidency,Pune
L001169,15-10-2024 21:32,99acres,FB_Q2,Investor,3BHK,6000000,8000000,31,E02,P5,PalmResidency,Pune
L001170,27-03-2024 06:48,MagicBricks,FB_Q2,End User,2BHK,8000000,10000000,96,E08,P1,GreenVista,Bengaluru
L001171,07-02-2025 17:32,Referral,Google_Search,End User,3BHK,4500000,10000000,66,E30,P2,SkyHeights,Bengaluru
L001172,20-02-2024 01:41,Facebook Ads,FB_Q2,End User,2BHK,4500000,13000000,58,E15,P3,LakeFront,Hyderabad
L001173,02-02-2024 14:28,Walk-in,Google_Search,End User,Villa,6000000,6000000,94,E10,P2,SkyHeights,Bengaluru
L001174,14-04-2025 08:11,Facebook Ads,FB_Q1,End User,Villa,8000000,6000000,6,E07,P3,LakeFront,Hyderabad
